"Title","Author","Main Genre","Sub Genre","Type","Rating","No. of People rated","Price","Number of Sub-genres"
"Same as Ever: Timeless Lessons on Risk, Opportunity and Living a Good Life","Morgan Housel","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Audible Audiobook",4.4,1473,15.67,3
"Autobiography of A Yogi (Hindi)","Paramahansa Yogananda","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.6,4553,8.69,3
"Zero to Billions - The Zerodha Story: An inspiring story on how a startup disrupted the Indian Stock Market (Indian Unicorns)","ABHISHEK B","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Kindle Edition",4.3,373,2.38,3
"Doglapan : The Hard Truth about Life and Start-Ups","ASHNEER GROVER","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Hardcover",4.3,3090,12.32,3
"TWELFTH FAIL","Anurag Pathak","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.7,1036,6.65,3
"World's Greatest Leaders: Biographies of Inspirational Personalities For Kids","Wonder House Books","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.3,3151,4.8,3
"Why I Killed Gandhi?","Nathuram Godse","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.1,8010,7.71,3
"Shoe Dog","Phil Knight","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.6,58096,15.57,3
"My Inventions, Autobiography of Nikola Tesla","Nikola Tesla","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.5,5111,4.8,3
"Autobiography of a Yogi","Paramahansa Yogananda","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Audible Audiobook",4.6,11173,54.63,3
"MANY LIVES, MANY MASTERS [Paperback] Weiss, Brian","DR BRIAN WEISS","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.6,12775,10.67,3
"Borsi Bhar Aanch","Yatish Kumar","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",0,0,16.98,3
"Three Thousand Stitches: Ordinary People, Extraordinary Lives [Paperback] Murty, Sudha","Murty Sudha","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.6,11049,11.16,3
"Chanakya Neeti","Acharya Chanakya","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Audible Audiobook",4.4,5634,10.92,3
"Why I am an Atheist and Other Works | Letters & Jail Diary of Bhagat Singh on Revolution, Religion & Politics","Bhagat Singh","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.6,6669,4.66,3
"Autobiography Of A Yogi (Complete Edition)","Paramahansa Yogananda","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Hardcover",4.7,9948,10.58,3
"Autobiography of a Yogi in Hindi | Yogi Kathamrit | Ek Yogi Ki Atmakatha | Paramahansa Yogananda Hindi | Yogi Book","Paramahansa Yogananda","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.6,361,4.8,3
"Autobiography of A Yogi","Paramahansa Yogananda","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.6,11173,7.71,3
"Jaun Elia: Ek Ajab Ghazab Shayar - Hindi","Jaun Elia","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.6,1070,6.74,3
"Memory: How to Develop, Train and Use It | Original Edition | Premium Paperback","William Walker Atkinson","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.2,6380,5.92,3
"The Story of My Experiments With Truth","Mahatma Gandhi","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.5,12116,7.23,3
"The Story of My Experiments With Truth: Mahatma Gandhi, An Autobiography (Hindi)","Mahatma Gandhi","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.4,1008,8.15,3
"How Prime Ministers Decide","Neerja Chowdhury","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Hardcover",4.4,217,36.39,3
"One Up on Wall Street: How To Use What You Already Know To Make Money in the Market","Peter Lynch","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Kindle Edition",4.5,11046,12.21,3
"Jag Badalnara Baap Manus (Dr. Babasaheb Ambedkar)","Jagdish Ohol","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",5,8,16.98,3
"Autobiography of a Yogi (Tamil)","Paramahansa Yogananda","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.7,1749,9.22,3
"Leaders Eat Last (With a New Chapter): Why Some Teams Pull Together and Others Don't [Paperback] Sinek, Simon","Simon Sinek","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.5,9664,19.74,3
"Poor Charlie’s Almanack: The Essential Wit and Wisdom of Charles T. Munger","Charles T. Munger","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Audible Audiobook",4.6,509,40.56,3
"You Are Born to Blossom","DR APJ ABDUL KALAM","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.5,1957,9.66,3
"Adolf Hitler (Hindi)","MAHESH DUTT SHARMA","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Kindle Edition",4.3,300,2.5,3
"Here, There and Everywhere","Murty Sudha","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.6,4042,7.86,3
"AUTOBIOGRAPHY OF A YOGI (HB)","YOGANANDA","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.7,677,5.29,3
"Introducing Buddha: A Graphic Guide (Graphic Guides)","Borin Van Loon","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Kindle Edition",3.9,369,12.12,3
"The Unusual Billionaires","Saurabh Mukherjea","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.5,2236,13.15,3
"Everything I Know About Love : Now a Major BBC One Series","Dolly Alderton","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.4,24494,19.71,3
"Common, yet Uncommon","Sudha Murty","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Hardcover",4.6,68,13,3
"Apprenticed To A Himalayan Master: A Yog: A Yogi's Autobiography","Sri M","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.7,4404,16.21,3
"Bravehearts of Bharat : Vignettes from Indian History","Vikram Sampath","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Hardcover",4.7,611,25.28,3
"Balidan : Stories of India's Greatest Para Special Forces Operatives","Swapnil Pandey","Biographies, Diaries & True Accounts","Biographies & Autobiographies","Paperback",4.7,403,9.41,3
"Man's Search For Meaning: The classic tribute to hope from the Holocaust","Victor E. Frankl","Biographies, Diaries & True Accounts","True Accounts","Paperback",4.5,84339,10,3
"The Thoughtful Investor","Basant Maheshwari","Biographies, Diaries & True Accounts","True Accounts","Paperback",3.9,28,21.35,3
"Lokdeo Nehru : Dinkar Granthmala","Ramdhari Singh Dinkar","Biographies, Diaries & True Accounts","True Accounts","Paperback",4.6,74,12.13,3
"India’s Most Fearless : True Stories Of Modern Military Heroes | War Stories","Aroor Shiv & Singh Rahul","Biographies, Diaries & True Accounts","True Accounts","Paperback",4.7,3328,9.75,3
"Mother I Never Knew, The","Murty Sudha","Biographies, Diaries & True Accounts","True Accounts","Paperback",4.5,2310,9.56,3
"India Unboxed: 75 Quirky Aspects That Define the Nation","Safir Anand","Biographies, Diaries & True Accounts","True Accounts","Paperback",4.6,10,13.34,3
"Maine Gandhi Ko Kyon Mara? (Hindi Translation of Why I Killed Gandhi?)","Nathuram Godse","Biographies, Diaries & True Accounts","True Accounts","Paperback",4.6,39,8.73,3
"The Happiest Man on Earth","Eddie Jaku","Biographies, Diaries & True Accounts","True Accounts","Paperback",4.7,15927,18.87,3
"""कितने गाजी आए कितने गाजी गए"" Kitne Ghazi Aaye, Kitne Ghazi Gaye (Hindi Version) Book In Hindi","Lt Gen. K.J.S. �?Tiny’ Dhillon","Biographies, Diaries & True Accounts","True Accounts","Paperback",4.4,58,17.47,3
"The Night Whispers: An absolutely unputdownable addictive thriller with a shocking twist! (A Slayton Thriller Book 2)","Caroline Mitchell","Biographies, Diaries & True Accounts","True Accounts","Kindle Edition",4.3,2472,12.65,3
"Daivathinte Charanmar - You Could Be One","JOSEPH ANNAMKUTTY JOSE","Biographies, Diaries & True Accounts","True Accounts","Paperback",4.6,2053,10.82,3
"Mossad","Michael Bar-Zohar","Biographies, Diaries & True Accounts","True Accounts","Paperback",4.5,9306,8.73,3
"Mindset - Hindi","Carol S. Dweck","Biographies, Diaries & True Accounts","True Accounts","Paperback",4.4,582,13.73,3
"India's Most Fearless 3","Rahul Singh","Biographies, Diaries & True Accounts","True Accounts","Paperback",4.8,530,9.7,3
"Man's Search For Meaning: The classic tribute to hope from the Holocaust","Viktor E Frankl","Biographies, Diaries & True Accounts","True Accounts","Kindle Edition",4.5,84339,7.51,3
"India's Most Fearless 2 : More Military Stories of Unimaginable Courage and Sacrifice | Stories of War","Shiv Aroor; Rahul Singh","Biographies, Diaries & True Accounts","True Accounts","Paperback",4.8,2022,9.7,3
"THE REAL YOGI","GANA","Biographies, Diaries & True Accounts","True Accounts","Hardcover",4.6,513,24.21,3
"Best Love Letters of All Time Pocket Classic","Various","Biographies, Diaries & True Accounts","True Accounts","Paperback",4.3,180,4.51,3
"Snakes, Drugs and Rock 'n' Roll: My Early Years","Romulus Whitaker","Biographies, Diaries & True Accounts","True Accounts","Paperback",5,2,24.21,3
"The Day I Stopped Drinking Milk : Life Lessons From Here And There","Sudha Murty","Biographies, Diaries & True Accounts","True Accounts","Paperback",4.4,2902,9.41,3
"Good Night Stories for Rebel Girls: 100: 100 Tales Of Extraordinary Women","Elena Favilli","Biographies, Diaries & True Accounts","True Accounts","Hardcover",4.8,68,32.99,3
"The Midnight Man: A gripping new crime series (A Slayton Thriller Book 1)","Caroline Mitchell","Biographies, Diaries & True Accounts","True Accounts","Kindle Edition",4.3,3905,12.65,3
"AT THE PLEASURE OF HIS MAJESTY: I.M. Lall and the Case That Shook the Crown","Chander M. Lall","Biographies, Diaries & True Accounts","True Accounts","Paperback",4.9,13,10,3
"Savarkar: Echoes from a Forgotten Past,","Vikram Sampath","Biographies, Diaries & True Accounts","True Accounts","Hardcover",4.8,2285,35.86,3
"Something Happened on the Way to Heaven: 20 Inspiring Real-Life Stories [Paperback] Sudha Murty","Murty Sudha (Ed.)","Biographies, Diaries & True Accounts","True Accounts","Paperback",4.5,2141,9.41,3
"The Diary of a Young Girl (Hindi)","Anne Frank","Biographies, Diaries & True Accounts","True Accounts","Paperback",4.4,1193,6.26,3
"Savarkar: Ek Bhule-Bisre Ateet Ki Goonj","Vikram Sampath","Biographies, Diaries & True Accounts","True Accounts","Paperback",4.7,617,15.28,3
"அக்னி-ஸ்ரீ : Agni-Sri(Tamil Edition) (அக்னி-ஸ்ரீ(பாகம்-1))","Priya Jagannathan","Biographies, Diaries & True Accounts","True Accounts","Kindle Edition",4.7,36,26.69,3
"Conundrum","Chandrachur Ghose & Anuj Dhar","Biographies, Diaries & True Accounts","True Accounts","Paperback",4.8,2093,28.97,3
"One Small Mistake: An addictive and heart racing new thriller","Dandy Smith","Biographies, Diaries & True Accounts","True Accounts","Kindle Edition",4.3,7477,12.65,3
"அக்னி-ஸ்ரீ(பாகம்-2): Agni-Sree(Tamil Edition) (அக்னி-ஸ்ரீ(பாகம்-1))","ப்ரியா  ஜெகன்நாதன்","Biographies, Diaries & True Accounts","True Accounts","Kindle Edition",4.6,18,29.11,3
"The Choice : A true story of hope","Edith Eger","Biographies, Diaries & True Accounts","True Accounts","Paperback",4.7,28713,19.75,3
"12 years a slave : A true story (Fingerprint)","Solomon Northup","Biographies, Diaries & True Accounts","True Accounts","Paperback",4.5,35938,6.65,3
